Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-023528,2020-07,06/01/2020 18:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4900,DELMAR BLVD,38,THE MEDICINE SHOPPE, ,4900,DELMAR,888457.9,1026010
20-023267,2020-07,06/01/2020 18:59,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,S GRAND BLVD / LACLEDE AVE,37, , ,919,JEFFERSON,896288.4,1019968
20-029511,2020-07,06/01/2020 20:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4337,WALLACE ST,5, , ,4337,WALLACE,886845.8,1001036
20-024527,2020-07,06/01/2020 21:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,8600,DRURY LA,73, , ,8600,DRURY,0,0
20-023428,2020-07,06/01/2020 21:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1611,PINE ST,36, , ,1611,PINE,904864.3,1018574
20-028808,2020-07,06/02/2020 00:01,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6314,WOODLAND AVE,70, , ,6314,WOODLAND,887229.9,1043881
20-029412,2020-07,06/02/2020 09:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15,ENTERPRISE RENT-A-CAR, ,3260,KINGSHIGHWAY,886068.4,1007486
20-023477,2020-07,06/02/2020 09:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,CALIFORNIA AVE / WINNEBAGO ST,19, , , , ,897158.2,1003325
20-029610,2020-07,06/02/2020 11:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4026,W BELLE PL,58, , ,4026,BELLE,894670.4,1024437
20-023601,2020-07,06/02/2020 14:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5028,WABADA,52, , ,5028,WABADA,0,0
20-033352,2020-07,06/03/2020 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4475,BARAT HALL DR,38, , ,4475,BARAT HALL,889689.1,1023437
20-031414,2020-07,06/03/2020 15:50,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,3260,S KINGSHIGHWAY BLVD,15,ENTERPRISE, ,3260,KINGSHIGHWAY,886068.4,1007486
20-023804,2020-07,06/03/2020 17:17,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,DALE AVE / MCCAUSLAND AVE,43, , , , ,875333.6,1017136
20-029142,2020-07,06/04/2020 12:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1114,LUCAS AVE,35, , ,1114,LUCAS,907416.8,1019101
20-024000,2020-07,06/04/2020 19:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,I 70 WESTBOUND / SHREVE AVE,69, ,ALIAS SHREVE/I 70 WB, , ,894744.3,1037701
20-030028,2020-07,06/05/2020 19:06,Y, , ,1, , 72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,2837,OREGON AVE,24, , ,2837,OREGON,897473,1008493
20-033795,2020-07,06/05/2020 20:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5716,COTE BRILLIANTE AVE,50, , ,5716,COTE BRILLIANTE,883881.1,1033831
20-033804,2020-07,06/05/2020 23:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-024225,2020-07,06/06/2020 04:35,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4927,S KINGSHIGHWAY BLVD,7, ,@ENGINE CO 36,5000,KINGSHIGHWAY,884071.6,1001923
20-024530,2020-07,06/07/2020 13:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,I 44 EASTBOUND / I 55 SOUTHBOU,21, , , , ,902534.8,1010733
20-029514,2020-07,06/07/2020 18:31,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4832,AUSTRIA AVE,4, , ,4832,AUSTRIA,879548.3,994122.3
20-028805,2020-07,06/08/2020 00:01,Y, , ,1, , 52312,4,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,710,N 2ND ST,35,SUNDECKERS,VACANT BUSINESS, , ,910429,1018494
20-033695,2020-07,06/08/2020 01:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,704,DICKSON,64, ,NUISANCE ABATEMENT PROPERTY,919,n jfefferson,0,0
20-031860,2020-07,06/08/2020 08:00,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5334,DELOR ST,7, , ,5334,DELOR,881923.1,1001211
20-024528,2020-07,06/08/2020 11:20,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,1905,UNION BLVD,50, , ,1905,UNION,887000.1,1032448
20-024607,2020-07,06/08/2020 17:18,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7323,PENNSYLVANIA AVE,2, , ,7323,PENNSYLVANIA,889613.6,989155.6
20-024624,2020-07,06/08/2020 19:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8674,N BROADWAY,74,HICKEY PARK,@PARK - HICKEY, , ,897524.8,1051174
20-024624,2020-07,06/08/2020 19:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8674,N BROADWAY,74,HICKEY PARK,@PARK - HICKEY, , ,897524.8,1051174
20-024624,2020-07,06/08/2020 19:15,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,8674,N BROADWAY,74,HICKEY PARK,@PARK - HICKEY, , ,897524.8,1051174
20-024633,2020-07,06/08/2020 21:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4300,N KINGSHIGHWAY BLVD,84, , , , ,892138.4,1038092
20-024633,2020-07,06/08/2020 21:00,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4300,N KINGSHIGHWAY BLVD,84, , , , ,892138.4,1038092
20-033672,2020-07,06/09/2020 01:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3123,BRANTNER PL,59, ,NUISANCE ABATEMENT PROPERTY,3123,BRANTNER,899255.6,1024049
20-032108,2020-07,06/09/2020 06:00,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,6143,VIRGINIA AVE,1, , ,6143,VIRGINIA,891499.6,992982.1
20-033688,2020-07,06/09/2020 07:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1948,BENTON ST,60, ,NUISANCE ABATEMENT PROPERTY,1948,BENTON,905114.7,1025104
20-031220,2020-07,06/09/2020 09:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,400,S KINGSHIGHWAY BLVD,38,CHILDRENS HOSPITAL PARKING GARAGE,@HOSPITAL - CHILDRENS,400,KINGSHIGHWAY,887074.8,1020998
20-025175,2020-07,06/09/2020 09:00,Y, , ,1, , 69603,6,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",0,GOODFELLOW BLVD / LILLIAN AVE,76, ,@BP, , ,887762.9,1044345
20-029510,2020-07,06/09/2020 14:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4337,WALLACE ST,5, , ,4337,WALLACE,886845.8,1001036
20-024743,2020-07,06/09/2020 15:15,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / PAGE BLV,53, , , , ,888176.6,1029215
20-029457,2020-07,06/09/2020 17:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",1818,HEREFORD ST,12, , ,5046,SHAW,885840,1013938
20-034275,2020-07,06/11/2020 10:00,Y, , ,1, , 67701,3,LARCENY-FROM BUILDING UNDER $500,1102,WYOMING ST,21, , ,1550,CALIFORNIA,901727,1005712
20-025089,2020-07,06/11/2020 12:08,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7700,VIRGINIA AVE,2, , , , ,888105.3,988858
20-025095,2020-07,06/11/2020 12:50,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,CLAYTON AVE / S EUCLID AVE,38, , , , ,887728,1019460
20-029487,2020-07,06/11/2020 13:00,Y, , ,1, , 66601,4,"LARCENY-BICYCLES $500 - $24,999",1114,LUCAS AVE,35, , ,1114,LUCAS,907416.8,1019101
20-025263,2020-07,06/11/2020 15:30,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1206,N KINGSHIGHWAY BLVD,53, , ,1206,KINGSHIGHWAY,888166.7,1028459
20-029845,2020-07,06/11/2020 16:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3515,NATURAL BRIDGE AVE,67, ,@POPEYES - NATURAL BRIDGE,3515,NATURAL BRIDGE,901382.6,1029659
20-025203,2020-07,06/11/2020 23:51,Y, , ,1, , 10000,1,HOMICIDE,4934,CHRISTY BLVD,5, , , , ,884160.5,1001653
20-025289,2020-07,06/12/2020 01:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4910,WEST PINE BLVD,38, , ,4910,WEST PINE,888107.9,1022658
20-030809,2020-07,06/12/2020 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5525,ORIOLE ST,72, , ,5525,ORIOLE,891840.6,1045453
20-025330,2020-07,06/12/2020 17:30,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,1711,VERONICA AVE,73, , ,1711,VERONICA,892529.8,1050874
20-031108,2020-07,06/12/2020 18:00,Y, , ,1, , 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,2917,CHEROKEE ST,19, ,APT B,2917,CHEROKEE,896552.7,1005415
20-033514,2020-07,06/12/2020 18:25,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3159,CHEROKEE ST,30, , ,1855,GRAVOIS,895485.6,1005580
20-025361,2020-07,06/12/2020 19:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N GRAND BLVD / NATURAL BRIDGE,59, , , , ,901069.3,1029712
20-025406,2020-07,06/13/2020 02:58,Y, , ,1, , 10000,4,HOMICIDE,3103,GRAND,59,BAD HABITS PRIVATE CLUB, , , ,0,0
20-031541,2020-07,06/13/2020 10:27,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5307,GERALDINE AVE,71, , ,5307,GERALDINE,893285.4,1040747
20-029914,2020-07,06/13/2020 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,4525,LINDELL BLVD,38, , ,4525,LINDELL,889123.1,1023112
20-033521,2020-07,06/13/2020 12:00,Y, , ,1, ,101000,6,FORGERY,5233,GILMORE AVE,72, , ,5233,GILMORE,890669.3,1044203
20-032846,2020-07,06/13/2020 13:13,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5307,GERALDINE AVE,71, , ,5307,GERALDINE,893285.4,1040747
20-025521,2020-07,06/13/2020 20:40, , , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE, , ,71, , , , ,0,0
20-025521,2020-07,06/13/2020 20:40, , , ,-1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE, , ,71, , , , ,0,0
20-033656,2020-07,06/13/2020 21:02,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2707,RAUSCHENBACH AVE,60, ,NUISANCE ABATEMENT PROPERTY,2707,RAUSCHENBACH,904418.8,1025992
20-029579,2020-07,06/13/2020 23:11,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8450,GAST PL,74, ,@BADEN HOUSE,8450,GAST,896704.1,1049972
20-033142,2020-07,06/14/2020 01:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3024,THOMAS ST,59, ,NUISANCE ABATEMENT PROPERTY,3024,THOMAS,899949.6,1023279
20-030903,2020-07,06/14/2020 10:00,Y, , ,1, , 65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",8006,S BROADWAY,2, , ,8006,BROADWAY,888532.2,987170.5
20-033787,2020-07,06/14/2020 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4857,WOODSTOCK AVE,76, , ,4857,WOODSTOCK,888068.2,1043899
20-029842,2020-07,06/14/2020 15:00,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7426,S GRAND BLVD,1, , ,7426,GRAND,886926.6,990691.4
20-025662,2020-07,06/14/2020 16:54,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,5039,TENNESSEE AVE,16,DUTCHTOWN NEIGHBORHOOD, ,5039,TENNESSEE,891493,997078.6
20-029337,2020-07,06/15/2020 10:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2629,BRANNON AVE,13, , ,2629,BRANNON,884375.6,1011104
20-029179,2020-07,06/15/2020 12:00,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,4062,CASTLEMAN AVE,27, ,A PT A,4062,CASTLEMAN,891524.7,1012875
20-032789,2020-07,06/15/2020 12:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1228,MELVIN E COLLINS WALK,61, , ,1228,MELVIN E COLLINS,904306.5,1022161
20-031184,2020-07,06/15/2020 16:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,276,N SKINKER BLVD,46, , , , ,877226.5,1025463
20-033150,2020-07,06/15/2020 20:00,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,6001,MANCHESTER AVE,41, ,@BAR- NICKS PUB,6001,MANCHESTER,881183.1,1015721
20-028677,2020-07,06/16/2020 15:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6639,VIRGINIA AVE,1, , ,6639,VIRGINIA,890369.3,991595.1
20-029688,2020-07,06/16/2020 16:04,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8602,GOODFELLOW BLVD,73, , ,8602,GOODFELLOW,890969.3,1050184
20-029585,2020-07,06/17/2020 00:01,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2233,WASHINGTON AVE,36, , ,2233,WASHINGTON,902599.4,1020249
20-033164,2020-07,06/17/2020 12:00,Y, , ,1, ,115100,5,FRAUD-STEALING BY DECEIT/OVER $150,4909,LACLEDE AVE,38, , ,4909,LACLEDE,888051.1,1022111
20-031028,2020-07,06/17/2020 12:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2233,WASHINGTON AVE,36, , ,2233,WASHINGTON,902599.4,1020249
20-026452,2020-07,06/17/2020 21:00,Y, , ,1, , 38421,1,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,4511,IDAHO AVE,16, , ,4511,IDAHO,893628.3,998355.1
20-029985,2020-07,06/17/2020 22:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,CORA AVE / DR MARTIN LUTHER KI,54, , , , ,891111.3,1029046
20-031357,2020-07,06/18/2020 16:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3407,FRANKLIN AVE,77, , ,3407,FRANKLIN,898188.9,1022281
20-026364,2020-07,06/18/2020 16:40,Y, , ,1, , 43012,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,8864,LOWELL ST,74, , ,8864,LOWELL,898203.5,1053129
20-026409,2020-07,06/18/2020 21:30,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,6327,S GRAND BLVD,3, , ,6327,GRAND,888902.4,993937.2
20-031341,2020-07,06/19/2020 13:05,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1071,RIVERVIEW BLVD,74, , , , ,895666.8,1052346
20-029772,2020-07,06/19/2020 14:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4399,FOREST PARK AVE,38, , ,4399,FOREST PARK,890245.9,1021299
20-030317,2020-07,06/19/2020 16:00,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,BADEN AVE / N BROADWAY,74, , ,708,BADEN,897152.1,1047899
20-029768,2020-07,06/19/2020 16:14,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,556,N 7TH ST,35, , ,556,7TH,908628.7,1018533
20-026564,2020-07,06/19/2020 21:16,Y, , ,1, ,142310,4,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,200,S TUCKER BLVD,35,JUSTICE CENTER,@CITY JUSTICE CENTER,200,TUCKER,906343.9,1016785
20-029444,2020-07,06/20/2020 10:04,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5317,GERALDINE AVE,71, , ,5317,GERALDINE,893374.3,1040809
20-029464,2020-07,06/20/2020 12:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3621,DOVER PL,3, , ,3631,DOVER,889836.3,995529.2
20-026651,2020-07,06/20/2020 12:00,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,730,CARROLL ST,21, ,@SOULARD MARKET,730,CARROLL,905629.6,1011355
20-026654,2020-07,06/20/2020 14:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,MCLARAN AVE / RIVERVIEW BLVD,74, , , , ,894000,1049676
20-029611,2020-07,06/20/2020 15:30,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5238,LOUISIANA AVE,1, , ,5238,LOUISIANA,891620.4,996246.7
20-031038,2020-07,06/20/2020 17:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1413,N 20TH ST,61, , ,1413,20TH,904361.7,1022994
20-026693,2020-07,06/20/2020 19:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,201,S 18TH ST,36,THE TRAINSHED RESTAURANT, ,201,18TH,903946.6,1017550
20-026693,2020-07,06/20/2020 19:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,201,S 18TH ST,36,THE TRAINSHED RESTAURANT, ,201,18TH,903946.6,1017550
20-026693,2020-07,06/20/2020 19:00,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,201,S 18TH ST,36,THE TRAINSHED RESTAURANT, ,201,18TH,903946.6,1017550
20-026811,2020-07,06/20/2020 19:00,Y, , ,1, , 41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,301,EICHELBERGER ST,17, , ,301,EICHELBERGER,893942.1,994969.8
20-030178,2020-07,06/20/2020 23:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4500,COTTAGE AVE,57, , , , ,893092.4,1030187
20-026748,2020-07,06/21/2020 02:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,811,SPRUCE ST,35, ,@HOTEL- WESTIN,811,SPRUCE,907472.1,1015934
20-031167,2020-07,06/21/2020 06:00,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",4051,KENNERLY AVE,56, , ,4051,KENNERLY,896850.9,1028746
20-029578,2020-07,06/21/2020 11:40,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,823,WALL ST,74, , ,823,WALL,897239.9,1050976
20-032134,2020-07,06/21/2020 12:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4405,STRODTMAN PL,66, , ,4405,STRODTMAN,903404.3,1032312
20-032122,2020-07,06/21/2020 15:02,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3645,BATES ST,3, , ,3645,BATES,890079.7,996296.6
20-027718,2020-07,06/21/2020 22:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4511,ATHLONE AVE,68, , ,4511,ATHLONE,898631.1,1035582
20-032143,2020-07,06/22/2020 06:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,29,WESTMORELAND PL,38, , ,29,WESTMORELAND,885988.8,1024284
20-033512,2020-07,06/22/2020 13:57,Y, , ,1, ,111110,4,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,1825,WARREN ST,60, , ,1825,WARREN,905463.3,1025278
20-029490,2020-07,06/22/2020 15:20,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,400,BARTON ST,20, , ,400,BARTON,904758.4,1007636
20-029971,2020-07,06/22/2020 17:39,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5317,GERALDINE AVE,71, , ,5317,GERALDINE,893374.3,1040809
20-027040,2020-07,06/22/2020 18:13,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4014,UNION BLVD,70, ,@NORTH PATROL DIVISION,4014,UNION,890074.4,1037079
20-027041,2020-07,06/22/2020 18:26,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,W FLORISSANT AVE / N KINGSHIGH,71, , , , ,895487.5,1040711
20-029158,2020-07,06/22/2020 21:40,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2513,ARLINGTON AVE,50, , ,2513,ARLINGTON,886478.1,1033584
20-029158,2020-07,06/22/2020 21:40,Y, , ,1, , 43014,5,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,2513,ARLINGTON AVE,50, , ,2513,ARLINGTON,886478.1,1033584
20-027086,2020-07,06/23/2020 00:30,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,711,BIDDLE ST,62, , ,711,BIDDLE,909174.2,1020603
20-031018,2020-07,06/23/2020 02:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5210,PENNSYLVANIA AVE,17, , ,5210,PENNSYLVANIA,894418.1,994801.8
20-027207,2020-07,06/23/2020 17:10,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,11005,RIVERVIEW DR,75,@ MOTO-MART, ,11005,RIVERVIEW,910791.1,1068274
20-033355,2020-07,06/23/2020 20:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,4926,PAGE BLVD,53, ,UPSTAIRS,4926,PAGE,888674.8,1029030
20-027226,2020-07,06/23/2020 20:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4140,ST LOUIS AVE,57, , ,4140,ST LOUIS,896479.3,1029479
20-029766,2020-07,06/24/2020 09:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4901,MACKLIND AVE,7, , ,5303,KINGSHIGHWAY,881884.7,1002320
20-030165,2020-07,06/24/2020 11:58,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4736,LABADIE AVE,55, , ,4736,LABADIE,891859.3,1032470
20-027357,2020-07,06/24/2020 13:23, , , ,1, , 71030,6,AUTO THEFT-PERM RETNT/JOY RIDE,4537,CLARENCE,68, , ,4537,CLARENCE,0,0
20-027357,2020-07,06/24/2020 13:23, , , ,-1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4537,CLARENCE,68, , ,4537,CLARENCE,0,0
20-028878,2020-07,06/24/2020 22:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,1386,BELT AVE,78, , ,1386,BELT,884642,1031117
20-027606,2020-07,06/25/2020 03:00,Y, , ,1, , 23000,6,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,1100,N 3RD ST,74,AMERICA S BEST INN HOTEL,HOTEL,8500,BROADWAY,0,0
20-031542,2020-07,06/25/2020 08:40,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5307,GERALDINE AVE,71, , ,5307,GERALDINE,893285.4,1040747
20-027534,2020-07,06/25/2020 13:35,Y, , ,1, ,265100,4,SAFETY-FIREWORKS VIOLATION,0,N 13TH ST / LOCUST ST,36, , , , ,906292.4,1018750
20-030292,2020-07,06/25/2020 14:22,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4230,GRAVOIS AVE,16,U HAUL, ,4230,GRAVOIS,889273.1,1002740
20-027551,2020-07,06/25/2020 15:40,Y, , ,1, ,151140,6,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,0,N EUCLID AVE / NATURAL BRIDGE,55, , , , ,891824.3,1034808
20-030675,2020-07,06/25/2020 16:51,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,7602,VERMONT AVE,2, , ,7602,VERMONT,888076.7,989273.1
20-028221,2020-07,06/25/2020 19:00, , , ,-1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500, , ,56, , , , ,0,0
20-033524,2020-07,06/26/2020 09:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5039,DR MARTIN LUTHER KING DR,51, , ,5039,DR MARTIN LUTHER KING,887401.3,1030810
20-029397,2020-07,06/26/2020 11:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2646,NATURAL BRIDGE AVE,59, , ,2646,NATURAL BRIDGE,902133.9,1028976
20-029655,2020-07,06/26/2020 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5530,DELMAR BLVD,47, , ,5530,DELMAR,882920.8,1026745
20-028982,2020-07,06/26/2020 12:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,418,S TUCKER BLVD,35,U-HAUL, , , ,906090.9,1016042
20-030795,2020-07,06/26/2020 15:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3725,MORGANFORD RD,15, , ,3725,MORGANFORD,887614.9,1004170
20-027940,2020-07,06/26/2020 17:15,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,5708,KINGSBURY PL,46,WINTER GARDEN APARTMENTS,COMMON ROOM INSIDE OF WINTER GARDEN,5708,KINGSBURY,881536.7,1026065
20-027745,2020-07,06/26/2020 18:10,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,HODIAMONT AVE / ROMAINE PL,78, , , , ,880918.1,1033616
